"species","beta_.Intercept.","beta_ultramafic","beta_bio1","beta_bio4","beta_bio12","beta_bio15","beta_cwd","beta_.bio1.2.","beta_.bio4.2.","beta_.bio12.2.","beta_.bio15.2.","beta_.cwd.2.","beta_.log.aire..","lambda_1","lambda_2"
"Elaphanthera.baumannii",-1.6222811024781,-0.479590583561973,0.961998848668387,-0.622950539046501,-0.434173093501636,-0.384063480678078,1.04876888899363,0.842071241997794,-0.597525203557389,-0.267370172186152,-0.349880989609233,0.815279578287569,0.250013820310129,1.62020080836703,-0.0163807072718432
"Metrosideros.laurifolia",-0.727047371994474,-0.464214479855142,0.176978371902542,-0.546274725053086,-0.709237427512621,0.398886809162785,-0.28983968213496,0.604817226893352,-0.674850917668014,-0.707285642907819,0.0901310382585169,-0.082666612775042,0.258577295862963,0.291522970815674,-0.307605914471873
"Eugenia.ovigera",-1.26059688758131,-0.510847720183358,0.620942988492317,-0.795332266647801,-0.247732809033741,0.0692080899686315,0.788619475134418,0.615952469368326,-0.744104799564481,-0.205789411995084,0.0553648667781866,0.5073034218642,0.258746846929989,-0.348489373763925,0.621532123009724
"Beauprea.montana",-1.15752658077081,0.131535898578234,0.756381730915699,-0.353216053374393,-0.104776034199085,-0.0519490479111429,0.289507536434718,0.925589147685073,-0.158613809918876,-0.252251923205152,0.0392564512833325,0.793597385566572,0.248787312481609,0.201540459213169,1.24586621550135
"Myrtopsis.myrtoidea",-0.72577762979115,-0.507120186137327,0.99641198858333,-0.321307225754986,-0.262544649365548,0.114643679329226,0.732698608394936,1.01873843824793,-0.254843404706995,-0.176363051102916,-0.103378792546846,0.369033047980487,0.244187297593681,0.497128366476394,0.467091889882037
"Pycnandra.balansae",-0.811571201021973,0.38326747434196,1.14787530730899,0.185193021660398,-0.12060669164289,0.176404698284236,0.433778488512109,0.998684065911204,-0.219731882600424,-0.0493693273293484,0.262029820862837,-0.498261188982139,0.242127127166916,-0.366843580712033,-0.483593778719534
"Tristaniopsis.guillainii",-0.742265411739662,-0.922101447394934,1.02184152583446,-0.451705104436898,-0.1361996769442,-0.347729763657779,0.221640367395506,0.861407794917118,-0.5625102898716,-0.755884282879369,-0.272860513546564,0.647541310598076,0.243600902602621,1.33473761057247,0.628808668997559
"Myrsine.discocarpa",-1.12726786211739,-0.912537119213643,1.10346196719037,-0.471348590631182,-0.669387244019848,0.353619396049814,-0.0952267166762203,0.97421216153415,-0.447404217941892,-0.660353782652613,0.291743938018256,-0.0661658285152642,0.244879541369497,0.323418183614681,-0.131436895398863
"Lepidocupania.fruticosa",-0.788382474350815,0.455590818628829,0.437571699371207,-1.30290827602507,-0.54794568242539,0.409734220080523,0.196527990945844,0.691886279562323,-1.06638403498604,-0.868366481796519,0.447018127024086,0.268555922026764,0.245516578629813,-0.242047671647478,0.0111936873854611
"Diospyros.vieillardii",-0.45462923112604,0.0753373660118917,1.31539805693942,-0.254968685693082,-0.382681897355115,0.103132898357274,0.847292162413435,1.35048777311475,-0.279576850502876,-0.626577529202325,0.0426043452593978,-0.112057281092391,0.252272265023564,0.691543721122266,0.786315050471098
"Archidendropsis.streptocarpa",-1.05609835329186,-1.19058973597756,1.06138810841827,-0.0205930707482637,-0.337898474442682,0.199626497010916,-0.0767805500752726,0.955263058200622,-0.131160180701157,-0.282526244082343,0.152079067200259,0.264408149189811,0.245714638065715,-0.480807167477578,-0.337182438179659
"Alstonia.lenormandii",-0.646290543170356,1.07442856549582,0.568058027900514,-0.944316997208087,-0.73440756723137,0.41513671499586,1.05850103512574,0.445782321652097,-1.00544719257308,-0.539914597188162,0.429192610889335,0.318069136120559,0.239505266543768,0.324022775994206,0.192105323401458
"Xanthostemon.sulfureus",-1.68299259027838,-1.49524073482226,0.803094428538737,-1.25592836383466,-0.354236313452499,0.149757469201115,0.460614150533641,0.80437379853301,-1.19906279942341,-0.383185636655903,0.2044765507744,0.637156733222447,0.248519985500438,0.692729439068974,1.02817636740022
"Xylopia.pancheri",-1.84677667953645,-0.485515655969257,0.70218016866332,-0.19337959468698,-0.303593705230425,-0.0777507385120114,0.899455455286118,0.680947181062235,-0.232909342647597,-0.18666727685688,-0.0387851915990041,0.857509517235391,0.252213532028117,-0.474362129353577,0.72681967239698
"Acmopyle.pancheri",-1.73764421359252,-0.580463458628475,0.712964313111172,-0.100505365384531,-0.383109497102257,-0.0982303281243469,0.909517994664661,0.692434446343401,-0.0972780904574169,-0.443863982499769,-0.0699551322232363,0.776779043798244,0.244393686180873,-0.234126578109298,0.384438313510848
"Solmsia.calophylla",-1.94583565333282,0.421286644568092,0.800710251152531,-0.920306658985765,-0.414654638862227,0.0298893406630073,0.778481368951509,0.788891195912335,-0.911242731054396,-0.268742193635575,0.105138324132271,0.51152011285832,0.239749011402533,2.39263135791144,0.931019807890931
"Diospyros.parviflora",-0.390281399917054,0.188193970938671,1.02251154973891,-0.195640517457114,-0.230004367421174,0.369921496460055,0.956533760272859,1.05786407905527,-0.36181019950488,0.26289706829176,0.182088452654655,0.919562578645523,0.234504350016658,-1.21654568912198,0.280772486592982
"Grevillea.exul",-1.41102774854625,-1.12957639647431,1.18383164993742,-0.610973006969662,-0.496091324884618,-0.242139209222048,0.310502215756657,1.17424737222469,-0.633251474979666,-0.499835337222385,-0.222477041576891,0.327482130901971,0.246726875954587,0.838825772717621,0.197983581556655
"Oxera.palmatinervia",-1.48903650912003,0.798274336745986,0.804639802608116,-0.930646475087856,-0.563502639992585,0.132039433526179,0.168309439403432,0.77434200111857,-0.964261707451761,-0.711314101502621,0.0832699051518441,0.343909887907365,0.242811295904261,-0.700182596742464,0.236936771036987
"Syzygium.baladense",-0.223900713278526,-0.656079038356192,0.747096181775157,-0.5575807005708,-0.129234022501107,0.108581539838725,0.696230875235628,0.503878315190406,-0.513608067748324,-0.051702342498148,0.326252519864375,0.410470662203636,0.275571156358301,0.538098389498788,0.692026241808466
"Phyllanthus.billardierei",0.172537016457853,-1.2457932829763,1.16471553057347,-0.478594729982248,-0.209227158778691,0.643497443456836,-0.237979425822949,0.833621708142436,-0.851178352459059,-0.157776420394809,0.585180178086585,0.0492371488492391,0.268357184660939,-0.384517449186018,-0.483119616022205
"Kermadecia.pronyensis",-1.52652662582261,-0.0381570725893155,0.756247541898232,-0.523166187504896,-0.195937089916936,0.0270161572097337,0.616603143823687,0.805402848723372,-0.549519143912925,-0.121812709385157,0.0945037552079394,0.900076577851724,0.245074801360352,0.0563748110893029,0.550635581071394
"Elaeocarpus.leratii",-1.17184166142171,0.528649946626012,0.738796526009904,-0.419851660730124,-0.326541792740539,0.240643788273203,1.19593335591199,0.736597037726764,-0.412600121864262,-0.159623832785958,0.23706077604507,0.844294063318518,0.247158336613169,-0.713297373997926,0.827682070755553
"Syzygium.neolaurifolium",-0.0340055641054531,0.359558643724054,0.831385311801491,-0.501158958588577,0.0831902410770499,0.241923025705975,0.381647277635978,0.558163712999619,-0.469227380850137,-0.311795775437986,0.366077943325013,0.644461583063235,0.267707783910303,-0.292040000484232,-0.380430602864036
"Myodocarpus.crassifolius",-1.59504116711245,0.219539105829685,0.805989153930182,-0.337235856743024,-0.598695117891058,-0.263743589209134,1.32551131770992,0.556562195243989,-0.515044208259256,-0.428635482288056,-0.243212786508954,0.582663099410311,0.245490609677298,1.70760927009442,0.112329290165099
"Stereocaryum.neocaledonicum",-1.95507140446778,-0.400664614816011,0.655554790316674,-0.74914320948806,-0.261268166333893,0.129144861058283,0.614325676113318,0.645717049766358,-0.769259470531182,-0.0853208479104009,0.123413676211258,0.765177264943424,0.245156607070788,-0.130872266241735,1.24023014215233
"Sleumerodendron.austrocaledonicum",-0.926386039269221,-1.49582648678517,0.523472556636998,-0.859900740299851,-0.63481535607728,0.49477520277863,-0.130815855167181,0.553959687274275,-0.993243435723378,-0.557580087522455,0.520022388236678,-0.0279831523893297,0.245237319983167,0.657173668886069,-0.457314778566422
"Rhodamnia.andromedoides",-1.1092420027748,0.30054463801028,0.954010735042949,-0.342942038191297,0.0110689665693226,0.15688360279574,0.822234077714446,0.85766669680272,-0.414371681053001,0.213169013898259,0.223185609904425,0.955815467092907,0.257649838648027,0.736534833672409,1.34198407082175
"Symplocos.montana",-0.839899525496422,-0.0983276746066068,1.52139568291299,-0.46146049860984,0.139536740325233,0.980310794069983,-0.545119178540067,1.46191507155975,-0.450275588704368,0.111725546311734,0.921086761646141,-0.0141297275582337,0.248705685287669,0.0321494817374539,-0.349285458501496
"Ficus.nitidifolia",-0.835042245874247,0.372536648346722,0.409979615415892,-0.94609962374246,-0.625687564887662,0.16973214743713,0.693076328638188,0.460255513938634,-0.976555062418955,-0.887731989287964,0.122603073387415,0.217581083452551,0.249137022514317,0.150100283501243,0.756848465409815
"Austrobuxus.brevipes",-0.649626206645267,-0.339678267529146,0.764731444828526,-0.647908080288084,-0.72398768651999,0.0948993803291568,-0.0908245542195579,0.77093653646543,-0.640425273129912,-1.11621322655758,0.0105997897821455,0.0136611207467643,0.243544469259515,0.359301705004369,0.679866896334832
"Hibbertia.lucens",-0.490526987411998,0.290716089262976,0.0927488292406894,-0.845138013854578,-0.332674021542856,0.300378744910014,0.59807288385787,0.655164868088856,-0.602821493105503,-0.239799452975751,0.434696946540491,0.742846956526166,0.259082465367123,-0.0440617117896022,0.988227752367261
"Pycnandra.comptonii",-0.829753744283006,-1.70196643980512,0.562091099860764,-0.662521351007525,-0.47454825814137,0.13281347641837,0.196301542156245,0.254161486147533,-1.06463711958423,-0.250816133198351,0.273853482502868,0.232940592250357,0.218928373593883,-0.253349447440807,-1.04986892924716
"Syzygium.lifuanum",-0.614131245422255,-1.53637181783618,0.604716935990782,-0.594784994337421,-0.13966543732112,0.281856182807022,0.242039732607803,0.835594357116612,-0.0692920540969558,-0.292411172147872,0.110008394251087,-0.392429548682384,0.251349892885377,-0.339383862922681,-0.286090410117125
"Pancheria.brunhesii",-0.826748283461167,-1.24270842095348,0.804950889255951,-0.659057261978786,-0.62727724973004,0.327454340894485,-0.122320641277483,0.609328834376231,-0.755739253021059,-0.578969067901368,0.421988454462739,-0.191491660861138,0.250847847970796,0.314508992964506,0.0505547469574907
"Zanthoxylum.sarasinii",-1.03917206923742,-0.701820844145355,0.620605249762803,-0.544509087004313,-0.137557580586836,0.401173190575407,0.188340160718587,0.779717309967786,-0.414252914682948,-0.401305485998314,0.416230484408242,0.460400083825294,0.239457779662202,0.33719803808558,0.986597740563055
"Guioa.villosa",-0.378377513402805,-1.57692077081847,1.1316584181168,0.0100749463825007,0.00101734838850272,0.200642816762039,0.218063143112488,1.10830605438031,-0.0372109271581693,-0.355439034836714,-0.0218657719608178,0.132851289627388,0.259966605058212,-1.02180188110503,0.468953581415857
"Spiraeanthemum.meridionale",-1.3549883989981,-0.531589246401424,0.751063667332299,-0.29340456136545,-0.557473535087099,-0.0765219368420802,0.120431193598338,0.688745878403423,-0.23372329114779,-0.759133759798688,0.0505402072877402,-0.214855452722132,0.241775158849669,0.571363985402525,0.910371604412608
"Cupaniopsis.sylvatica",-0.00417782980960731,-1.21890555813379,1.09707272793531,-0.491327696527245,0.481152614750397,0.289387741317994,-0.198191838403597,1.11502686203088,-0.46948355633361,-0.986851638656776,0.0149987152829829,-0.43551632432853,0.282157454656343,-0.776145668776816,-0.563362081521437
"Xylosma.confusa",-1.40308733578571,-0.477500846881157,0.818354797455311,0.0836700989109444,-0.319918807445685,-0.0558702242081071,0.669202805452013,0.861968355101958,-0.00848722785471427,-0.23036097437659,-0.0590667764382066,0.854924306496657,0.248519885864387,-0.718391039739832,-0.228990623864074
"Syzygium.bullatum",-0.868901123178093,-0.671225088898488,0.896602705173608,-0.83840526909447,-0.632772425284777,0.233760153097135,-0.133213092986744,0.862794717470644,-0.775509471295135,-0.450322625742971,0.238100042396117,-0.159052854402756,0.247959829504197,-0.344604840526246,-1.08532069104356
"Pleioluma.azou",-1.3783422659938,-1.39058652981755,0.87051323159348,-0.748271920917088,-0.560011228984889,-0.293679422314207,0.469442328218732,0.895564520069024,-0.748380129526345,-0.589316533422249,-0.220432739134589,0.490866450612361,0.246566479130452,0.820979757590511,0.0109171860403888
"Cryptocarya.odorata",-1.14155940703743,0.810889540236965,0.673086998597964,-0.659210389416279,-0.147229200073192,0.118188980646064,0.409469822440974,0.865203241735954,-0.557569973740934,-0.582018143495935,0.064806664876636,0.742243197236504,0.247968594159204,-1.07518889154757,0.700855007300642
"Polyscias.bracteata",-1.04277718272005,-0.736919992793347,1.12182473202728,-0.143329908391564,-0.396398711093622,0.22941633952635,-0.678946086600832,0.986153533207548,-0.319420335251121,-0.381378412748828,0.249941901832199,-0.241382418766796,0.260609898691836,-0.374166820304395,-0.455981315802101
"Syzygium.brongniartii",-0.653700484711837,0.455047317649654,1.03970820750419,-0.380163102180634,0.055096982697852,0.336064213283095,-0.0909174338126826,0.543566670442472,-0.76386533130163,-0.691486900563815,0.352157363789993,-0.372800789083685,0.263212719408069,0.432362250517476,0.60636767738187
"Elaeocarpus.hortensis",-1.86551616529216,0.303522847536435,0.293570577144028,-0.739505460756124,-0.553885439024498,0.322118372719423,-0.00531790339411285,0.550001912145538,-0.726372283319235,-0.580585782360914,0.176153588385616,0.0375967767880637,0.241359330027207,0.110561952768938,0.0765988755161928
"Homalium.guillainii",-1.68371221334058,0.586329099114767,0.267236159943342,-0.674141416342109,-0.9401408248054,-0.263135063817267,1.00149031548249,0.254467748288988,-0.81363953378504,-1.05076108387657,-0.211249947026275,0.518902968186311,0.244177288100154,-1.02056976203785,0.537984562810047
"Sarcomelicope.argyrophylla",-1.143499591051,0.734804851237743,0.847140349226538,-0.628717582495484,-0.0620174100257938,0.199682925563496,0.538913052034327,0.800322696666219,-0.606171467312002,-0.090003807815983,0.156827376394786,0.71695729766379,0.237810088217085,-0.117232305589352,0.436299069166832
"Pancheria.alaternoides",-1.50163171299839,-0.694921280907933,1.19424691711136,-0.162688456454174,-0.0964880225622215,-0.433373448172099,1.07913822841435,1.17431768057444,-0.0676633485297525,0.0579463439307432,-0.394364181703546,0.787968056384629,0.252008199041043,0.632560920018551,0.755218576326627
"Halfordia.kendack",-0.903584431011529,0.0420351703109133,1.1374071373691,-0.473987417463049,-0.518790194319752,-0.233926735096354,-0.119470668624749,1.01852917392039,-0.492346455059685,-0.603714737061819,-0.0724833066890212,-0.236284681869868,0.249649323389357,-0.185422341911384,0.372287528553312
"Cryptocarya.velutinosa",-0.43061992403911,-1.24118798343969,0.985788677384641,-0.3184495949669,-0.374397455641022,0.0858216641774674,0.35079734110848,0.637645353090661,-0.665760260804697,-0.245146794413037,0.067297332247659,-0.0147627042491145,0.234537597423313,-0.3336061695014,-0.786278154870297
"Syzygium.wagapense",-0.94247810758106,-0.890718260575348,0.871692215295883,-0.320269400804433,-0.270869031462176,0.174996558010818,-0.424804203166336,1.07342471568185,-0.414872560161492,-0.206577927111307,0.132871007796962,-0.253773610678702,0.237877191907643,-0.790421887705738,0.153884519854666
"Symplocos.arborea",-0.883882404121926,-1.02497300003316,1.145760930464,-0.310206158472463,-0.292245044659605,0.416319286451045,-0.122706743875639,1.23035691254424,-0.325040362996639,0.0500642756092688,0.360571769154865,0.0791567371400422,0.252693813043889,-1.1839039665249,-0.700128227092391
"Sloanea.ramiflora",-0.864213383661721,-0.951040248338078,1.0346222636024,-0.357303888541682,-0.332548695571128,0.494000884655407,0.0684517813742308,0.905355946059449,-0.458751143805617,-0.375958533171523,0.469557700970386,0.0498798459314564,0.25867438131875,-0.245023792429869,-0.520670199894369
"Pittosporum.deplanchei",-1.04075374022366,-0.104175795031533,0.840930902650097,-0.773644473640779,-0.697015658617014,-0.0231930952229132,0.402374641787156,0.793568439798616,-0.730571299430367,-0.883169568837537,0.000949919522796642,0.502117295091382,0.246541712514373,0.178773884034871,0.285781261929533
"Planchonella.latihila",-1.2462203117941,-0.0710783636902056,0.479158092667179,-0.710723426678679,-0.37347600940181,0.0494101017653032,1.10343989199031,0.437020335548738,-0.694499239318687,-0.416247016949239,0.0872157014734654,0.918947745831155,0.244626259874395,0.0660880237122792,0.452290737136804
"Elaeocarpus.dognyensis",-0.567096071133627,-0.836984838293472,0.723669110333534,-0.3067280500757,-0.365784030331807,0.0970487489978943,0.530566238914495,0.775929415904068,-0.289394739274457,-0.482556647466956,0.0341243886547538,0.418662492700871,0.245942643381446,0.152787214298473,-0.190396118609828
"Acacia.spirorbis",-0.125044047801972,-1.47397524866721,1.0175333878392,-0.529904807541367,-1.41273596908819,0.157968994838162,1.13951813410026,0.923689918654451,-0.514711408758957,-1.29107175275055,0.413568302165469,-0.0593935756612691,0.248486605727952,0.491935508715242,0.822959170772219
"Aleurites.moluccana",-1.29577995131063,-1.36291436228203,1.4369390967132,0.126735041800827,-1.34343177132235,0.455659957840734,0.659026248217896,1.24875595776451,0.332136320566917,-1.42066589838768,0.503436880078204,-0.539484953048229,0.235378650090541,-0.939381111899267,-0.624179093300982
"Garcinia.densiflora",-0.960167913490872,-1.7259524668214,0.678307674507751,-0.851143032349784,-0.259716008184647,0.469083096798394,0.105765761950916,0.748691612501151,-0.703878811733776,-0.301576092853445,0.387996039997668,0.193574268919819,0.245734918902614,-1.37419875649029,-0.581871783733818
"Acronychia.laevis",0.0189064847825968,-1.00611970823091,1.33613566557315,0.129688558031321,-0.420201228642456,0.253843609761301,1.21751843245155,1.14869870467865,0.104534875527872,-0.554432760962464,0.0549331950589496,0.0450341562244807,0.244824016917779,-0.691195507992394,-0.255344604127308
"Cupaniopsis.trigonocarpa",-0.582704408291015,-0.747947010465615,1.02867197901436,-0.435477485330633,-1.79704147136159,-0.137968181088647,1.09355397360573,0.948488161856563,-0.363097073519387,-2.16329871464073,0.20327326645863,-0.102352562992682,0.24621027858993,-0.423387797074144,-0.0306534887638012
"Lepidocupania.arcuata",-0.0732530015957401,-1.59488989259215,0.900376902786368,-0.894817409164333,-0.812807082726782,0.808165215873543,0.834608829073765,0.859741462860605,-0.694824297362096,-0.922743754352546,0.848858161338715,0.184864548818575,0.263039118387541,-0.274885243492481,-0.951153619850898
"Mimusops.elengi",-0.994814911436678,-1.15543576672305,1.17467982141298,-0.364504211185117,-1.57952555011401,0.127883689051725,1.48191066071974,0.968308986656371,-0.231519942186983,-1.59093640785596,0.00330771421235781,0.456454081045067,0.241113862163633,-0.584733999402166,-1.73145107661369
"Neoarytera.chartacea",-0.0244164618958924,-0.480196407243887,0.98131979096125,-0.42238931058427,-1.39919135249183,0.161054266857416,0.816786061055265,0.919287540971508,-0.117388355551136,-1.15852991546329,0.140086977675036,0.397397881443322,0.254831693268012,0.249786348171394,-0.216355440858519
"Atractocarpus.artensis",-1.38900499471189,-0.647486996992542,1.48199150433136,-0.357597179690768,0.133388418660607,0.429177654188943,0.401469161272142,1.41933232000473,-0.312922366493745,0.122485243511219,0.455798195457959,0.403356580925474,0.244948054968085,-0.052215203003182,-0.21268074096538
"Huberantha.nitidissima",-0.22012117245378,-1.5135613508293,1.10275841055467,-0.077244767384727,-1.26048091295536,0.218672623205199,1.09804226148423,0.830513926583838,-0.0387592022440925,-0.896111346605953,0.109203222959723,0.0555037640557329,0.249459641066929,-0.589270205214048,-0.389318270811775
"Atractocarpus.platyxylon",-1.31288690990372,-0.91657336136466,0.860723709236487,-1.06403718753785,-0.829730352100808,0.538252502524038,0.915560895438163,0.88714385385408,-1.09151524223668,-0.822742378583496,0.630661497590704,0.582243698344378,0.247973783146148,0.260103318472244,0.418396594071419
"Rhamnella.vitiensis",-0.912073761565552,-0.870268218352561,1.20924200581476,-0.432680008942708,-0.967816260830498,0.803350684017004,0.947620280069049,1.1371826829843,-0.418897748343945,-1.18965494673121,0.968764731813899,-0.216085073052388,0.245535638220991,0.504864820301826,-0.949532704776623
"Acropogon.jaffrei",-1.80096358986266,0.1529453817644,1.08711832757918,-0.517466729711949,-0.798017941664786,0.309682715478977,0.808897377032029,1.01109949510245,-0.512745663761209,-0.82617103016108,0.290155656446137,0.468500330542779,0.246357883774113,-0.676125854527039,-0.042055433590566
"Agathis.ovata",-1.37289413995211,0.868372292736928,1.2613845545347,0.0193394928634002,-0.045162114086402,-0.0104473869676408,1.31196951334337,0.662031867785498,-0.329052469757582,-0.179333390355144,-0.0240257975020245,0.564808393761323,0.243954595630604,1.53393040829345,0.380938531293146
"Homalium.deplanchei",0.865130491188822,-0.908759839170966,1.22351591023384,-0.0979694696367088,-1.36195143478434,-0.0991796954571484,1.105318492035,0.944483049376918,-0.253517723932764,-0.620086838542978,-0.279427017284471,0.635677747046855,0.266794698242705,0.353303007415295,-0.755161953096483
"Dendrocnide.latifolia",-1.42235236386755,-1.48004428921811,1.34515745647593,-0.205188370745534,-0.653455371074859,0.689504712133261,-0.110130720004025,1.30388272388958,-0.221138070058208,-0.374823516663541,0.672787566367148,0.0113680801845017,0.240280863048363,-1.25472857653894,0.369045193270375
"Spiraeanthemum.densiflorum",-1.06659430009655,-0.901739545855453,0.723211095019312,-0.599575577161046,0.260392659163294,0.762912923716997,0.1148108275069,0.663994043943077,-0.672983394772106,0.00909744037096152,0.765310899487618,0.475447365522691,0.261148853969599,-0.261938438272587,-0.417034762607446
"Pleurocalyptus.austrocaledonicus",-1.85633449057796,-0.37698789022924,0.560339231612563,-0.48948598689684,0.44339621058332,0.811330516596432,0.780451185034048,0.82024612952206,-0.210817109074862,0.670698558041489,0.892632456188177,0.996166873302016,0.239131147531064,-0.213050927330409,0.866671512123927
"Gardenia.urvillei",-0.467720980289567,-0.598622026799028,1.17613992126065,-0.487419326487164,-1.21732467107631,0.652741411697155,1.05112363106144,1.09268940666856,-0.351290189215797,-1.30247800160781,0.842738327645492,0.205057000341807,0.245377015742116,0.761447434273466,-0.42935280101028
"Guettarda..durisylvatica.Veillon_6915.",-1.57020374838273,0.62224731761599,1.17423945179857,-0.831566839709642,-1.05070027043079,0.373340047567082,0.640206670426319,1.1275555693037,-0.885809702129475,-1.08465820168433,0.349351678780917,0.151340992875329,0.251332436234196,0.754294837912656,-0.275403936748628
"Tarenna.microcarpa",-1.14446950310121,-0.538902713344082,1.12064846448486,-0.54104229212462,-0.785413737475383,0.159854503369179,0.598537414134356,1.11578319151498,-0.445569343254696,-0.798638796190861,0.159601622486795,0.270923703232479,0.249223496919228,0.86120841698314,-0.648604504539099
"Tecoma.stans",-1.35771969796566,-0.662281046753382,1.09004863937178,-0.649914790627862,-0.730893427697869,0.410629055325104,0.730178632126513,0.983936389401306,-0.631721439235612,-0.678423976116246,0.455745264762011,0.438779005802707,0.247977206919333,0.428720719471385,-0.804519490613729
"Baloghia.inophylla",-0.649621744064841,-2.03433103626244,0.844184662587517,-0.380050472716553,-1.08866959452835,0.393524285324921,0.307818781596399,0.559280545461005,-0.208668435494872,-1.26952812274044,0.123688711849682,0.0550734496863632,0.250024043524933,-1.16277170968103,-0.327697222864272
"Diospyros.balansae",-1.31703996116313,-0.519829551010367,0.648093541905162,-0.721939270390984,-0.264951911166236,0.00940506846022613,0.593920444271414,0.640346072471841,-0.783162966246831,-0.266598442970296,-0.0743339505861337,0.644465212654861,0.242496978150442,0.267595972977178,-0.248580928508546
"Diospyros.revolutissima",-0.940125316278894,-0.267768023334325,1.10212658017926,-0.567979675020857,-0.957300105702952,0.333948864060925,0.73035850085152,1.00277052001403,-0.560564904281523,-1.01898607075436,0.345412386120507,-0.014589063666828,0.245715534586469,-0.159919354507899,-0.459114120703947
"Albizia.guillainii",-0.736287258136,-1.02815758079025,0.962881215719315,-0.352195978121813,-0.888737998740003,0.273991508981793,0.823470123260282,0.887067124721471,-0.282424675797931,-0.887030701328521,0.165039622964051,0.53841409535821,0.246893977725045,0.678070643556006,-0.448229911970087
"Albizia.lebbeck",-1.34204155764128,-1.14820869286291,1.01120063120857,-0.552899546675804,-0.614241031876931,0.390282492612165,1.02682912340624,0.970153822565051,-0.570096555356713,-0.476331680957072,0.432513590588929,0.714811696429603,0.249257250096109,0.863817237420013,0.38632954940321
"Albizia.saman",-0.957661853447835,-0.991898030228139,1.49403038064424,0.0988916048936742,-0.349437086928914,0.422034029084703,1.03429936765092,1.43545595492283,0.0847879677749545,-0.283321026359338,0.426265679906091,1.33613272231674,0.25491756805844,-0.238999726012886,-0.923492652798636
"Alectryon.carinatum",-0.361558907431914,-0.354424870387366,1.50570250310345,-0.31045961812344,-0.61623772367971,0.313211795591107,0.950142532675082,1.51980596177991,-0.329082113477562,-0.534136300333903,0.245911872974903,0.90545225277595,0.251736471000593,0.160705470556205,-1.50778486793531
"Bischofia.javanica",-0.618773040826715,-1.66050787064983,1.06499458411286,-0.294762067148304,-0.659512724420438,0.124637989990935,0.114289531422286,0.982606801917134,-0.414483594998817,-0.783636743079858,0.161241717094233,0.402547877716585,0.253804078564556,-1.41524238410182,-0.159263063006578
"Syzygium.cumini",-1.08492229344255,-0.829661313277083,1.18150494367356,-0.220926248890851,-0.749505853846172,0.34563966129595,1.01054411396407,1.12827243706327,-0.202473587427991,-0.567823563372589,0.443293044037428,0.899847416588993,0.24507851209343,-0.747715854237933,0.715527164609568
"Storthocalyx.sordidus",-0.451580193549797,-0.706362067391297,0.911046352798697,-0.781191517639772,0.166534909712707,0.57969233460738,0.810194622665144,0.847487587613331,-0.801842869818527,-0.226394404865924,0.424810604708886,0.286184046241927,0.267805292919991,-0.595884914480811,-0.335226446811941
"Strasburgeria.robusta",-1.4966388593457,-0.1477285395799,0.56690407167013,-0.358274226162637,-0.566447529136765,0.0568752729573272,0.703042111502236,0.579746491053874,-0.402363931931778,-0.627954035553767,0.00741879452946314,0.698006138028765,0.246740814855567,0.700552853993786,0.189223765769444
"Cunonia.montana",-2.58619216603836,0.702641069276777,0.373120474214341,-0.101991933375156,-0.457193484731605,0.0476114647271873,0.385228386236682,0.665996073973601,0.0355713893911254,-0.558568591363764,0.169352698825952,0.387348993809172,0.256607028385492,0.929773857114483,-0.406733063613417
"Paratrophis.pendulina",-1.10993410492062,-0.867952128717795,1.31105685166284,-0.31929867128785,-0.648052078240153,0.552732300599363,0.672221856832101,1.29518184576385,-0.326885723765087,-0.53458490233013,0.46981581234688,0.431087047396977,0.248097055330276,0.763205421083612,-0.578203166442518
"Alstonia.balansae",-0.677241774283498,-1.07071556153126,1.12318909542646,-0.673007177224029,-0.74375866337124,0.18341516438703,0.852624748870368,1.10403515798293,-0.690927745736911,-0.572337101242808,0.310374962921066,0.363314989015368,0.254121621387141,0.332302230765874,0.756241072100145
"Ficus.versicolor",-1.48467203482541,-1.81053901248395,0.474850180117719,-0.637330196377426,-0.685074467275374,0.86579176572366,-0.020526598045641,0.4439548376702,-0.740165747803186,-0.258022220921283,0.86855454806762,0.326492283420881,0.237991443524349,-1.1399205122152,0.285616219860255
"Oxera.sulfurea",-0.728390944632923,-1.25387440232783,0.457133140043469,-0.51888150721351,-1.54774310259334,-0.00332863006499889,1.29016627633234,0.604619266093063,-0.371309656601783,-1.60090054482933,0.122273461983143,0.928855078460337,0.247934820169597,-0.485868715718212,-0.658042691561334
"Pancheria.reticulata",-1.89499684756225,0.0930516998428749,0.293698925922632,-0.695987376607372,-0.384832032079093,0.230489072705278,0.747737715350142,0.339952572551005,-0.719926317142237,-0.0420971878451622,0.285630729279665,0.732745262264531,0.263151502687783,0.926111495686277,0.331970578873451
"Drypetes.deplanchei",-0.644942915308447,-1.43086053119818,0.975196643769161,-0.349695947585507,-1.52152263244497,0.267315083041892,1.06310165193994,0.585861872770522,-0.0956152192022423,-1.40497824771864,0.248726100720201,-0.165452936414079,0.247307870265859,0.338311458078721,-0.932692899616257
"Pycnandra.benthamii",-1.45795417149994,-0.898662189563548,0.831423391497923,-0.486934322322775,-0.0793162780833321,0.384141174802969,0.54293215800025,0.812842583968844,-0.513475046174846,0.017587331299613,0.2903709541128,0.700118742361009,0.239992924470765,-0.00261002457472802,-1.06913697862018
